query,answer,content
Câu hỏi: Một tổ chức tín dụng có thể mua và sở hữu bất động sản làm gì?,"Câu trả lời: Một tổ chức tín dụng có thể mua, đầu tư, sở hữu bất động sản để sử dụng làm trụ sở kinh doanh, địa điểm làm việc hoặc cơ sở kho tàng phục vụ trực tiếp cho các hoạt động nghiệp vụ của mình, theo Điều 139, Luật Kinh doanh bất động sản.","Node ID: node_2852
Text: Điều 139. Kinh doanh b ất động sản  Tổ chức tín dụng không được
kinh doanh bất động sản, trừ các trường hợp sau đây:   1. Mua, đầu tư,
sở hữu bất động sản để sử dụng làm trụ sở kinh doanh, địa điểm làm
việc hoặc cơ  sở kho tàng p hục vụ trực tiếp cho các hoạt động nghiệp
vụ của tổ chức tín dụng;   2. Cho thuê một phần trụ sở kinh doanh
thuộc sở ...
Score:  0.544
"
Câu hỏi: Bạn có biết thời hạn xác minh đơn đăng ký kết hôn là bao nhiêu ngày?,"Câu trả lời: Theo quy định, công chức làm công tác hộ tịch có 15 ngày để xác minh đơn đăng ký kết hôn.","Node ID: node_4529
Text: 2. Trong thời hạn 15 ngày kể từ ngày nhận đủ giấy tờ theo quy
định tại khoản 1 Điều này, công  chức l àm công tác hộ tịch có trách
nhiệm xác minh, nếu thấy đủ điều kiện kết hôn theo quy định  của pháp
luật thì Phòng Tư pháp báo cáo Chủ tịch Ủy ban nhân dân cấp huyện giải
quyết.   3. Khi đăng ký kết hôn cả hai bên nam, nữ phải có mặt tại trụ
sở Ủ...
Score:  0.581
"
"Câu hỏi: Theo pháp luật bảo hiểm tiền gửi của Việt Nam, sau khi nộp đơn khiếu nại đến tổ chức bảo hiểm tiền gửi, bạn có 15 ngày để nhận được phản hồi. Nếu không đồng ý với quyết định của tổ chức bảo hiểm hoặc không nhận được phản hồi trong thời hạn quy định, bạn có quyền khiếu nại đến Thống đốc Ngân hàng Nhà nước Việt Nam. Sau khi nộp đơn khiếu nại đến Thống đốc Ngân hàng Nhà nước Việt Nam, bạn sẽ nhận được phản hồi trong vòng 30 ngày. Nếu vẫn không đồng ý với quyết định của Thống đốc Ngân hàng Nhà nước Việt Nam, bạn có quyền khởi kiện tại Tòa án theo quy định của pháp luật.","Câu trả lời: Sau khi nộp đơn khiếu nại đến tổ chức bảo hiểm tiền gửi, bạn có 15 ngày để nhận được phản hồi. Nếu không đồng ý hoặc không nhận được phản hồi, bạn có thể khiếu nại đến Thống đốc Ngân hàng Nhà nước Việt Nam và sau đó có thể khởi kiện tại Tòa án nếu vẫn không đồng ý.","Node ID: node_1842
Text: 2. Đối tượng thanh tra về bảo hiểm tiền gửi là tổ chức bảo hiểm
tiền gửi, tổ chức tham gia bảo  hiểm tiền gửi.   3. Quyền và nghĩa v ụ
của đối tượng thanh tra về bảo hiểm tiền gửi thực hiện theo quy định
của  Luật Ngân hàng Nhà nước Việt Nam và pháp luật về thanh tra.   4.
Quy trình, thủ tục thanh tra về bảo hiểm tiền gửi đối với các tổ chức
tha...
Score:  0.565
"
"Câu hỏi: Theo luật thú y, ai có trách nhiệm trong việc phòng, chống dịch bệnh động vật?","Câu trả lời: Theo luật thú y, phòng, chống dịch bệnh động vật là trách nhiệm của chủ vật nuôi, chủ cơ sở chăn nuôi, nuôi trồng thủy sản; cơ quan quản lý nhà nước có trách nhiệm tổ chức hướng dẫn, triển khai các biện pháp phòng, chống dịch bệnh động vật kịp thời, hiệu quả.","Node ID: node_10995
Text: 28. Kiểm nghiệm thuốc thú y  là việc kiểm tra, xác định các tiêu
chuẩn kỹ thuật của thuốc thú y.   29. Khảo nghiệm thuốc thú y  là việc
kiểm tra, xác định các đặc tính, hiệu lực, độ an toàn của  thuốc t hú
y trên động vật tại cơ sở khảo nghiệm.   30. Kiểm định thuốc thú y  là
việc kiểm tra, đánh giá lại chất lượng thuốc thú y đã qua kiểm
nghiệm...
Score:  0.591
"
Câu hỏi: Bộ Giao thông vận tải có quyền cho phép hoạt động của tàu bay nước ngoài trong lãnh thổ Việt Nam không?,"Câu trả lời: Không, theo điều 81, Bộ Ngoại giao có quyền cấp phép cho tàu bay nước ngoài hoạt động trong lãnh thổ Việt Nam, chứ Bộ Giao thông vận tải không.","Node ID: node_4224
Text: Sửa đổi, bổ sung khoản 2 Điều 80 như sau:   “2. Tàu bay Việt
Nam, tàu bay nước ngoài t hực hiện chuyến bay quốc tế chỉ được phép
cất cánh,  hạ cánh tại cảng hàng không quốc tế; trường hợp tàu bay cất
cánh, hạ cánh tại cảng hàng không,  sân bay nội địa hoặc chuyến bay
quốc tế thực hiện vận chuyển nội địa bằng tàu bay Việt Nam  phải được
Bộ Giao t...
Score:  0.539
"
"Câu hỏi: Đối với người bị tạm giam với bản án, nếu sau này không chứng minh được việc phạm tội, họ có thể nhận được bồi thường không?","Câu trả lời: Có, theo điều 6, nếu người bị tạm giam đã chấp hành hình phạt tù và sau này không chứng minh được việc phạm tội, họ có thể yêu cầu bồi thường thiệt hại tương ứng với thời gian đã bị tạm giam.","Node ID: node_7806
Text: 3. Người bị tạm giam mà có bản án, quyết định của cơ quan, người
có thẩm quyền trong hoạt  động tố tụng hình sự xác định không có sự
việc phạm tội hoặc hành vi không cấu th ành tội phạm  hoặc đã hết thời
hạn điều tra vụ án mà không chứng minh được bị can đã thực hiện tội
phạm;   4. Người đã chấp hành xong hoặc đang chấp hành hình phạt tù có
thời...
Score:  0.590
"
"Câu hỏi: Theo luật Việt Nam, ai có quyền trao đổi thông tin, dữ liệu khí tượng thủy văn với tổ chức nước ngoài?","Câu trả lời: Theo điều 2, chapter IX, Quy định về Quản lý nhà nước về hoạt động khí tượng thủy văn, việc trao đổi thông tin, dữ liệu khí tượng thủy văn với tổ chức nước ngoài chỉ được thực hiện theo quy định của cơ quan nhà nước có thẩm quyền.","Node ID: node_9903
Text: 2. Việc trao đổi, cung cấp thông tin, dữ liệu khí tượng thủy
văn, giám sát biến đổi khí hậu với tổ  chức quốc tế, tổ chức, cá nhân
nước ngoài không thuộc điều ước quốc tế mà Cộng hòa xã hội chủ  nghĩa
Việt Nam là thành viên phải được phép của cơ quan nhà nước có thẩm
quyền.   3. Chính phủ quy định chi tiết khoản 2 Điều này.   Chương IX
QUẢN LÝ...
Score:  0.559
"
"Câu hỏi: Theo pháp luật, ai được bảo vệ về mọi mặt khi tố cáo hành vi vi phạm pháp luật?","Câu trả lời: Theo Điều 47, người tố cáo và các thành viên trong gia đình của họ được bảo vệ về mọi mặt, bao gồm bí mật thông tin, vị trí công tác, tính mạng, sức khỏe, tài sản, danh dự và nhân phẩm.","Node ID: node_8219
Text: d) Đối vớ i hành vi vi phạm pháp luật có dấu hiệu c ủa tội phạm
thì có văn bản chuyển hồ sơ đến  Cơ quan điều tra hoặc Viện kiểm sát
nhân dân có thẩm quyền.   2. Thẩm quyền, trình tự, thủ tục xử lý kỷ
luật, xử phạt vi phạm hành chính, áp dụng các biện  pháp xử lý khác t
hực hiện theo quy định của pháp luật về cán bộ, công chức, viên chức,
pháp ...
Score:  0.571
"
"Câu hỏi: Theo điều 72, để được cấp phép thực hiện nghiệp vụ tự doanh chứng khoán, công ty chứng khoán cần được cấp phép thực hiện nghiệp vụ môi giới chứng khoán trước?","Câu trả lời: Vâng, theo điều 72, để được cấp phép thực hiện nghiệp vụ tự doanh chứng khoán, công ty chứng khoán cần được cấp phép thực hiện nghiệp vụ môi giới chứng khoán trước.","Node ID: node_2599
Text: Chương VI   CÔNG TY CHỨNG KHOÁN, CÔNG TY QUẢN LÝ QUỸ ĐẦU TƯ
CHỨNG KHOÁN   Mục 1. GIẤY PHÉP THÀNH LẬP VÀ HOẠT ĐỘNG KINH DOANH CHỨNG
KHOÁN   Điều 70. Thẩm quyền cấp, cấp lại, điều chỉnh, thu hồi Giấy
phép thành lập và hoạt động  kinh doanh chứng khoán   Ủy ban Chứng
khoán Nhà nước có thẩm quyền cấp, cấp lại, điều chỉnh, thu hồi Giấy
phép thành  lậ...
Score:  0.580
"
"Câu hỏi: Theo pháp luật, một tàu biển không còn trong tình trạng thế chấp hoặc khiếu nại hàng hải, có phải doanh nghiệp phá dỡ tàu biển phải có một cơ sở vật chất, trang thiết bị kỹ thuật bảo đảm cho việc phá dỡ tàu biển không?","Câu trả lời: Có, theo Điều 48, các doanh nghiệp phá dỡ tàu biển phải có cơ sở vật chất, trang thiết bị kỹ thuật bảo đảm cho việc phá dỡ tàu biển.","Node ID: node_674
Text: 3. Tàu biển phá dỡ không trong tình trạng thế chấp hoặc khiếu
nại hàng hải.   Điều 48. Cơ sở phá dỡ tàu biển   Cơ sở phá dỡ tàu biển
là doanh nghiệp được thành lập theo quy định của pháp luật và phải bảo
đảm điều kiện sau đây:   1. Được xây dựng và hoạt động theo quy hoạch
đã được phê duyệt.   2. Có cơ sở vật chất, trang thiết bị kỹ thuật bảo
đ...
Score:  0.598
"
"Câu hỏi: Theo Điều 46, ai có trách nhiệm bảo vệ chất lượng nước trong công trình thủy lợi?","Câu trả lời: Theo Điều 46, tổ chức, cá nhân có trách nhiệm bảo vệ chất lượng nước trong công trình thủy lợi.","Node ID: node_7527
Text: 5. Trước mùa mưa hằng năm, Bộ Nông nghiệp và Phát triển nông
thôn, Ủy ban nhân dân cấp  tỉnh tổ chức đánh giá an toàn đập, hồ chứa
nước; quyết định p hương án tích nước hồ chứa nước  và giải pháp bảo
đảm an toàn đập, hồ chứa nước thuộc phạm vi quản lý.   6. Chính phủ
quy định chi tiết Điều này.   Điều 46. Bảo vệ chất lượng nước trong
công trình ...
Score:  0.552
"
"Câu hỏi: Theo Điều 4, ai có quyền sở hữu và quản lý nguồn lợi thủy sản?","Câu trả lời: Theo Điều 4, nguồn lợi thủy sản thuộc sở hữu toàn dân đại diện bởi Nhà nước, với quản lý được thống nhất. Tổ chức và cá nhân có quyền khai thác nguồn lợi theo pháp luật.","Node ID: node_7544
Text: Điều 4. Sở hữu nguồn lợi thủy sản   Nguồn lợi thủy sản thuộc sở
hữu toàn dân do Nhà nước đại diện chủ sở hữu và thống nhất quản  lý.
Tổ chức, cá nhân có quyền khai thác nguồn lợi thủy sản theo quy định
của pháp luật.   Điều 5. N guyên tắc hoạt động thủy sản   1. Kết hợp
chặt chẽ với bảo đảm quốc phòng, an ninh.   2. Khai thác nguồn lợi
thủy sản ...
Score:  0.568
"
"Câu hỏi: Theo Điều 39, thủ trưởng bộ quy định chế độ, tiêu chuẩn và định mức kinh tế - kỹ thuật bảo dưỡng, sửa chữa cho các tài sản công thuộc phạm vi quản lý của bộ đó. Đúng không?","Câu trả lời: Đúng, theo điều 39, điểm a, thủ trưởng bộ quy định chế độ, tiêu chuẩn và định mức kinh tế - kỹ thuật bảo dưỡng, sửa chữa cho các tài sản công thuộc phạm vi quản lý của bộ đó.","Node ID: node_6418
Text: Điều 39. Bảo dưỡng, sửa chữa tài sản công tại cơ quan nhà nước
1. Cơ quan nhà nước đư ợc giao quản lý, s ử dụng tài sản công
hoặc cơ quan, đơn vị quản lý vận  hành tài sản công c ó trách nhi
ệm thực hiện việc bảo dưỡng, s ửa chữa tài sản theo đúng chế
độ,  tiêu chuẩn, định mức kinh tế - kỹ thuật do cơ quan, người có thẩm
quyền...
Score:  0.571
"
"Câu hỏi: Trong trường hợp nào, Hội đồng xét xử không công bố tài liệu, chứng cứ trong hồ sơ vụ án?","Câu trả lời: Trong trường hợp cần giữ bí mật nhà nước, giữ gìn thuần phong mỹ tục, giữ bí mật nghề nghiệp, bí mật kinh doanh, bí mật cá nhân, bí mật gia đình, hoặc bảo vệ người chưa thành niên theo yêu cầu của đương sự, Hội đồng xét xử không công bố tài liệu, chứng cứ trong hồ sơ vụ án.","Node ID: node_1014
Text: 2. Trường hợp đặc biệt cần giữ bí mật nhà nước, giữ gìn thuần
phong mỹ tục của dân tộc, giữ bí  mật nghề nghiệp, bí mật kinh doan h,
bí mật cá nhân, bí mật gia đình, bảo vệ người chưa thành  niên theo
yêu cầu của đương sự thì Hội đồng xét xử không công bố tài liệu, chứng
cứ có trong hồ  sơ vụ án.   Điều 255. Nghe băng ghi âm, đĩa ghi âm,
xem băn...
Score:  0.618
"
Câu hỏi:,"1. Theo quy định, đại biểu Quốc hội có quyền chất vấn lại nếu không đồng ý với nội dung trả lời chất vấn ở phiên họp Ủy ban thường vụ Quốc hội không?","Node ID: node_9468
Text: Điều 26. Chất vấn và xem xét trả lờ i chất vấn tại phiên họp Ủy
ban thường vụ Quốc hội  trong thời gian giữa hai kỳ họp Quốc hội   1.
Trong thời gian giữa hai kỳ họp Quốc hội, đại biểu Quốc hội ghi vấn đề
chất vấn, người bị  chất vấn vào phiếu chất vấn và gửi đến Ủy ban
thường vụ Quốc hội.   Căn c ứ chương trình phiên họp, ý kiến, kiến
nghị của ...
Score:  0.626
"
"Câu hỏi: Theo quy định của Luật dân sự, sau khi nộp đủ giấy tờ đăng ký chấm dứt giám hộ, bao nhiêu ngày làm việc sau đó sẽ được ghi việc chấm dứt giám hộ vào Sổ hộ tịch?",Câu trả lời: Sau 2 ngày làm việc.,"Node ID: node_4521
Text: 2. Trình tự đăng ký giám hộ đương nhiên được thực hiện theo quy
định tại khoản 2 Điều 20 của  Luật này.   Điều 22. Đăng ký chấm dứt
giám hộ   1. Người yêu cầu đăng ký chấm dứt giám hộ nộp tờ khai đăng
ký chấm dứt giám hộ theo mẫu  quy định và giấy tờ làm căn cứ chấm dứt
giám hộ theo quy định của Bộ luật dân sự cho cơ quan  đăng ký hộ tịch.
2. ...
Score:  0.575
"
"Câu hỏi: Theo Điều 40, Bộ nào có thẩm quyền ban hành văn bản về giáo dục quốc phòng và an ninh?","Câu trả lời: Theo Điều 40, Bộ Giáo dục và Đào tạo có thẩm quyền ban hành văn bản về giáo dục quốc phòng và an ninh hoặc có thể trình cấp cho cơ quan có thẩm quyền ban hành.","Node ID: node_4150
Text: Điều 40. Nhiệm vụ, quyền hạn của bộ, cơ quan ngang bộ, cơ quan
thuộc Chính phủ và cơ  quan, tổ chức ở trung ương   1. Trong phạm vi
nhiệm vụ, quyền hạn của mình, phối hợp với Bộ Quốc phòng, Bộ Công an,
Bộ  Giáo dục và Đào tạo, bộ, cơ quan ngang bộ, cơ quan thuộc Chính phủ
và cơ quan, tổ chức ở  trung ương có liên quan thực hiện quản lý về
giáo d...
Score:  0.579
"
"Câu hỏi: Theo Điều 117, người điều hành và nhân viên của ngân hàng giám sát có thể là đối tác mua, bán trong giao dịch mua, bán tài sản của quỹ đại chúng, công ty đầu tư chứng khoán không?","Câu trả lời: Không, theo Điều 117, ngân hàng giám sát, thành viên Hội đồng quản trị, người điều hành và nhân viên của ngân hàng giám sát không được là đối tác mua, bán trong giao dịch mua, bán tài sản của quỹ đại chúng, công ty đầu tư chứng khoán.","Node ID: node_2647
Text: Điều 117. Hạn chế đối với ngân hàng giám sát   1. Ngân hàng giám
sát, thành viên Hội đồng quản trị, người điều hành và nhân viên của
ngân  hàng giám sát làm nhiệm v ụ giám sát hoạt động và bảo quản tài
sản của quỹ đại chúng, công ty  đầu tư chứng khoán không được là người
có liên quan hoặc có quan hệ sở hữu, vay hoặc cho vay  với công ty
quản lý...
Score:  0.608
"
Câu hỏi: Thanh toán cho dịch vụ cứu hộ hàng hải có theo hợp đồng gì?,"Câu trả lời: Thanh toán cho dịch vụ cứu hộ hàng hải được thực hiện theo hợp đồng cứu hộ hàng hải, được giao kết giữa người cứu hộ và người được cứu hộ. Giá trị của dịch vụ có thể được thay đổi hoặc hủy bỏ nếu có lý do hợp lý, chẳng hạn như trong trường hợp tình trạng nguy cấp hoặc lừa dối.","Node ID: node_797
Text: Điều 263. Lai dắt tàu quân sự, tàu công vụ, tàu cá, phương tiện
thủy nội địa, tàu ngầm, tàu  lặn, kho chứa nổi, giàn di động, ụ nổi và
thủy phi cơ   Các qu y định của Chương này được áp dụng đối với tàu
quân sự, tàu công vụ, tàu cá, phương  tiện thủy nội địa, tàu ngầm, tàu
lặn, kho chứa nổi, giàn di động, ụ nổi và thủy phi cơ.   Chương XIII
CỨ...
Score:  0.582
"
"Câu hỏi: Theo pháp luật, ai có trách nhiệm trả nợ đầy đủ, đúng hạn cho các nợ của chính quy địa phương?","Câu trả lời: Theo định của pháp luật, ủy ban nhân dân cấp tỉnh có trách nhiệm trả nợ đầy đủ, đúng hạn cho các nợ của chính quy địa phương.","Node ID: node_6228
Text: 2. Ủy ban nhân dân cấp tỉnh bố trí ngân sách địa phương hoặc các
nguồn vốn hợp pháp khác theo  định của pháp luật để trả nợ đầy đủ,
đúng hạn.   3. Chính phủ quy định chi tiết về quản lý nợ của chính quy
ền địa phương.   Chương VIII
Score:  0.626
"
Câu hỏi: Ngày từ khi Luật này có hiệu lực thi hành?,Câu trả lời: Luật này có hiệu lực thi hành từ ngày 01 tháng 01 năm 2015.,"Node ID: node_8535
Text: 4. Chính  phủ quy định chi tiết khoản 1 Điều này.   Điều 167.
Hiệu lực thi hành   1. Luật này có hiệu lực thi hành từ ngày 01 tháng
01 năm 2015.   2. Luật xây dựng  số 16/2003/QH11 và Điều 1 của Luật
sửa đổi, bổ sung một số điều của các luật  liên quan đến đầu tư xây
dựng cơ bản số 38/2009/QH12 hết liệu lực thi hành kể từ ngày Luật này
có hiệu ...
Score:  0.614
"
"Câu hỏi: Theo quy định của Bộ trưởng Bộ Nông nghiệp và Phát triển nông thôn, ai có quyền xác định chi tiết của Điều này?","Câu trả lời: Theo thông tin ngữ cảnh, Bộ trưởng Bộ Nông nghiệp và Phát triển nông thôn có quyền quy định chi tiết của Điều này.","Node ID: node_5049
Text: 2. Bộ trưởng Bộ Nông nghiệp và Phát triển nông thôn quy định chi
tiết Điều này.
Score:  0.631
"
"Câu hỏi: Theo luật, Giám đốc hoặc Tổng giám đốc có quyền tăng lương và trả thưởng khi công ty không thể thanh toán đủ nợ?","Câu trả lời: Không, luật không cho phép Giám đốc hoặc Tổng giám đốc tăng lương hoặc trả thưởng khi công ty không có khả năng thanh toán đủ các khoản nợ đến hạn.","Node ID: node_3394
Text: Chủ tịch Hội đồng thành viên, Giám đốc hoặc Tổng giám đốc và
người quản lý khác, ng ười  đại diện theo pháp luật, Kiểm soát viên
của công ty có trách nhiệm sau đây:   a) Thực hiện quyền và nghĩa vụ
một cách trung thực, cẩn trọng, tốt nhất nhằm bảo đảm lợi ích  hợp
pháp  tối đa của công ty;   b) Trung thành với lợi ích của công ty;
không lạm dụng...
Score:  0.588
"
"Câu hỏi: Theo pháp luật, theo sao địa điểm được xác lập thành di sản thiên nhiên?","Câu trả lời: Một địa điểm được xác lập thành di sản thiên nhiên nếu nó có sự đẹp nổi bật, độc đáo hoặc hiếm gặp, giá trị điển hình về quá trình tiến hóa sinh thái, sinh học, hoặc chứa đựng các hệ sinh thái đặc thù. Chi tiết các yêu cầu được xác định theo quy định của pháp luật.","Node ID: node_2022
Text: d) Cập nhật thông tin về khu vực ô nhiễm môi trường đất trên địa
bàn vào hệ thống thông tin, cơ  sở dữ liệu môi trường theo quy định.
Mục 4. BẢO VỆ MÔI TRƯỜNG DI SẢN THIÊN NHIÊN   Điều 20. Di sản thiên
nhiên   1. Di sản thiên nhiên bao gồm:   a) Vườn quốc gia, kh u dự trữ
thiên nhiên, khu bảo tồn loài - sinh cảnh, khu bảo vệ cảnh quan  được
xá...
Score:  0.600
"
Câu hỏi: Ngày từ khi luật này có hiệu lực thi hành?,Câu trả lời: Luật này có hiệu lực thi hành từ ngày 01 tháng 01 năm 2019.,"Node ID: node_7653
Text: Chương IX   ĐIỀU KHOẢN THI HÀNH   Điều 104. Hiệu lực thi hành
1. Luật này có hiệu lực thi hành từ ngày 01 tháng 01 năm 2019.   2.
Luật Thủy sản số 17/2003/QH11 hết hiệu lực kể từ ngày Luật này có hiệu
lực thi hành.
Score:  0.575
"
"Câu hỏi: Theo pháp luật, phương tiện vận tải khách du lịch được cấp biển hiệu nếu như những gì?","Câu trả lời: Phương tiện vận tải khách du lịch được cấp biển hiệu nếu nó đáp ứng các điều kiện quy định tại Điều 45, khoản 2 của luật và được gắn biển hiệu ở nơi dễ nhận biết trên phương tiện.","Node ID: node_3587
Text: điều kiện của người điều khiển phương tiện vận tải, nhân viên
phục vụ, trang thiết bị, chất lượng  dịch vụ trên từng loại phương
tiện vận tải theo quy định của pháp luật.   3. Bộ trưởng Bộ Giao thông
vận tải quy định điều kiện của người điều khiển phương tiện, nhân
viên phục vụ, trang thiết bị, chất lượng dịch vụ trên phương tiện vận
tải khách...
Score:  0.579
"
"Câu hỏi: Bạn biết ủy ban nhân dân cấp xã có bao nhiêu thời gian để kiểm tra hồ sơ và lập ý kiến của người liên quan, không tính thời gian nhận hồ sơ?","Câu trả lời: Ủy ban nhân dân cấp xã có 10 ngày để kiểm tra hồ sơ và lập ý kiến của người liên quan, tính từ ngày nhận đủ hồ sơ hợp lệ.","Node ID: node_10251
Text: Điều 20. Kiểm tra hồ sơ, lấy ý kiến của những người liên quan
Ủy ban nhân dân cấp xã nơi nhận hồ sơ có trách nhiệm kiểm tra hồ sơ;
trong thời hạn 10 ngày ,  kể từ ngày nhận đủ hồ sơ hợp lệ, tiến hành
xong việc lập ý kiến của những người quy định tại  Điều 21 của Luật
này.
Score:  0.621
"
"Câu hỏi: Theo định nghĩa trong Luật Nuôi Con Nuôi, người nhận làm con nuôi là ai?","Câu trả lời: Người nhận làm con nuôi, theo định nghĩa trong Luật Nuôi Con Nuôi, là người được công nhận và đăng ký bởi cơ quan nhà nước có thẩm quyền sau khi hoàn tất việc nuôi con nuôi.","Node ID: node_10241
Text: QUỐC HỘI   -------  CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM   Độc lập
– Tự do – Hạnh phúc   --------------   Luật số: 52/2010/QH12  Hà Nội,
ngày 17 tháng 06 năm 2010      LUẬT   NUÔI CON NUÔI   Căn cứ Hiến pháp
nước Cộng hòa xã hội chủ nghĩa Việt Nam năm 1992 đã được sửa đổ i, bổ
sung một số điều theo Nghị quyết số 51/2001/QH10;   Quốc hội ban hành
...
Score:  0.572
"
"Câu hỏi: Theo Điều 67, phải là ai đóng góp vào Quỹ bù trừ?","Câu trả lời: Theo Điều 67, Quỹ bù trừ được hình thành từ sự đóng góp của các thành viên bù trừ.","Node ID: node_2596
Text: 2. Quỹ hỗ trợ thanh toán do Tổng công ty lưu ký và bù trừ chứng
khoán Việt Nam quản lý và  phải được tách biệt với tài sản của Tổng
công ty lưu ký và bù trừ chứng khoán V iệt Nam.   3. Hình thức đóng
góp, mức đóng góp, phương thức quản lý và sử dụng quỹ hỗ trợ thanh
toán  thực hiện theo quy định của Bộ trưởng Bộ Tài chính.   Điều 67.
Quỹ bù trừ ...
Score:  0.570
"
Câu hỏi: Một doanh nghiệp nước ngoài có thể trưng bày hàng hoá tại Việt Nam không?,"Câu trả lời: Có, nhưng hàng hoá phải đáp ứng các điều kiện, bao gồm phải được phép nhập khẩu vào Việt Nam, phải tái xuất khẩu sau khi kết thúc việc trưng bày, và không quá 6 tháng từ ngày nhập khẩu. Nếu hàng hoá tiêu thụ tại Việt Nam, phải tuân thủ các quy định pháp luật Việt Nam đối với hàng hoá nhập khẩu.","Node ID: node_7322
Text: 1. Hàng hoá, d ịch vụ trưng bày, gi ới thiệu phải là nh ững hàng
hoá, d ịch vụ kinh doanh h ợp pháp trên th ị  trường.  2. Hàng hoá, d
ịch vụ trưng bày, gi ới thiệu phải tuân  thủ các quy đ ịnh của pháp lu
ật về chất lượng hàng  hóa và ghi nhãn hàng hoá.   Điều 122.  Điều
kiện đối với hàng hoá nh ập khẩu vào Vi ệt Nam đ ể trưng bày, gi ới
thiệu ...
Score:  0.567
"
Câu hỏi: Ngày thành lập của Luật này là khi nào?,Câu trả lời: Luật này có hiệu lực thi hành từ ngày 01 tháng 01 năm 2004.,"Node ID: node_1727
Text: Điều 40   Luật này có hiệu lực thi hành từ ngày 01 tháng 01 năm
2004.   Những quy định trước đây trái với Luật này đều bãi bỏ.   Điều
41   Chính phủ quy định chi tiết và hướng dẫn thi hành Luật này.
Luật này đã được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam k
hóa XI, kỳ họp thứ 3  thông qua ngày 17 tháng 6 năm 2003.     Nguyễn
Văn An   ...
Score:  0.608
"
"Câu hỏi: Theo quy định, ai có trách nhiệm quản lý hoạt động giao thông đường bộ?","Câu trả lời: Quản lý hoạt động giao thông đường bộ được thực hiện thống nhất trên cơ sở phân công, phân cấp trách nhiệm, quyền hạn cụ thể, bao gồm cả các bộ, ngành và chính quyền địa phương các cấp.","Node ID: node_9215
Text: 25. Người điều khiển giao thông  là cảnh sát giao thông; người
được giao nhiệm vụ hướng dẫn  giao thông tại nơi thi công, nơi ùn tắc
giao thông, ở bến phà, tại cầu đường bộ đi chung với  đường sắt.   26.
Hành khách là người được chở trên phương ti ện vận tải hành khách
đường bộ, có trả tiền.   27. Hành lý là vật phẩm mà hành khách mang
theo trên...
Score:  0.598
"
